ROUND;X;Y;VIEWX;VIEWY;PLAYERID;TEAM
12;-86;-419;317;5;8;1
12;165;1660;195;6;9;1
12;-427;1614;26;2;10;0
12;1154;-1266;141;2;3;1
12;-265;-740;170;7;4;1
12;-228;-824;190;4;6;1
12;-1077;-932;7;1;7;0
12;88;-366;332;3;8;1
12;56;1661;215;6;9;1
12;-429;1841;7;0;10;0
12;1154;-1266;141;2;3;1
12;-412;-733;138;14;4;1
12;-1074;-950;10;0;7;0
12;298;-399;296;4;8;1
12;52;1589;212;5;9;1
12;-427;2018;341;359;10;0
12;1154;-1266;141;2;3;1
12;-492;-635;115;23;4;1
12;-1068;-967;12;0;7;0
12;384;-628;296;8;8;1
12;-107;1491;153;6;9;1
12;-402;2111;286;0;10;0
12;1154;-1266;141;2;3;1
12;-461;-609;125;20;4;1
12;-1070;-946;10;0;7;0
12;502;-861;305;11;8;1
12;-306;1524;95;3;9;1
12;-406;2164;280;2;10;0
12;1154;-1266;141;2;3;1
12;-467;-640;119;16;4;1
12;-1081;-888;4;1;7;0
12;383;-840;183;11;8;1
12;-308;1527;97;5;9;1
12;1086;-1251;94;1;3;1
12;-477;-715;6;14;4;1
12;-1081;-826;359;0;7;0
12;238;-689;206;11;8;1
12;-272;1593;20;14;9;1
12;1067;-1253;139;3;3;1
12;-372;-718;310;27;4;1
12;-993;-800;74;359;7;0
12;86;-856;255;10;8;1
12;-180;1709;263;11;9;1
12;931;-1258;146;5;3;1
12;-290;-709;243;25;4;1
12;-952;-737;1;357;7;0
12;3;-1099;199;12;8;1
12;-204;1815;8;6;9;1
12;714;-1162;89;5;3;1
12;-311;-607;222;19;4;1
12;-954;-741;347;1;7;0
12;-82;-1332;271;13;8;1
12;-159;1905;15;5;9;1
12;542;-983;73;4;3;1
12;-310;-576;349;14;4;1
12;-966;-851;2;0;7;0
12;-79;-1366;83;11;8;1
12;-47;1914;334;6;9;1
12;456;-882;108;3;3;1
12;-296;-562;262;16;4;1
12;-956;-936;12;0;7;0
12;-79;-1366;124;359;8;1
12;40;1983;292;8;9;1
12;421;-705;177;351;3;1
12;-274;-666;240;23;4;1
12;-852;-1006;22;359;7;0
12;-79;-1366;96;1;8;1
12;155;1955;338;6;9;1
12;271;-661;184;351;3;1
12;-272;-681;194;17;4;1
12;-741;-1044;18;2;7;0
12;-43;-1268;93;2;8;1
12;100;1718;253;7;9;1
12;142;-612;205;0;3;1
12;-269;-708;181;19;4;1
12;-740;-1010;16;0;7;0
12;-26;-1033;99;2;8;1
12;-19;1499;201;7;9;1
12;-278;-609;216;21;4;1
12;-743;-999;9;3;7;0
12;-75;-842;191;3;8;1
12;-254;1391;193;7;9;1
12;-280;-591;230;18;4;1
12;-729;-1026;359;0;7;0
12;-22;-1047;177;5;8;1
12;-503;1336;189;6;9;1
12;-236;-724;216;30;4;1
12;-709;-903;347;357;7;0
12;-44;-1090;171;5;8;1
12;-749;1275;208;19;9;1
13;-184;-791;189;10;4;1
13;-50;-1041;167;17;8;1
13;-928;1122;269;11;9;1
13;-313;-847;175;10;4;1
13;-228;-1031;176;6;8;1
13;-932;869;270;11;9;1
13;-433;-896;185;5;4;1
13;-419;-946;174;19;8;1
13;-931;612;270;11;9;1
13;-641;-866;163;4;4;1
13;-657;-914;156;30;8;1
13;-929;357;270;11;9;1
13;-771;-715;98;0;4;1
13;-683;-944;42;53;8;1
13;-939;129;271;11;9;1
13;-792;-579;97;0;4;1
13;-735;-896;149;25;8;1
13;-968;-105;277;8;9;1
13;-792;-579;97;0;4;1
13;-790;-829;328;15;8;1
13;-939;-358;277;8;9;1
13;-1588;856;270;0;1;0
13;-1327;755;270;0;2;0
13;3158;131;182;0;3;1
13;2954;68;179;2;4;1
13;-1477;503;270;0;5;0
13;3027;-41;182;359;6;1
13;-1469;753;270;0;7;0
13;2903;204;167;7;8;1
13;3068;250;193;2;9;1
13;-1560;536;270;0;10;0
13;-1588;856;270;0;1;0
13;-1327;755;257;358;2;0
13;3158;131;180;357;3;1
13;2954;68;179;2;4;1
13;-1477;503;270;0;5;0
13;3027;-41;183;359;6;1
13;-1469;753;270;0;7;0
13;2903;204;226;359;8;1
13;3068;250;193;2;9;1
13;-1560;536;270;359;10;0
13;-1588;856;270;0;1;0
13;-1327;755;256;358;2;0
13;3158;131;180;357;3;1
13;2954;68;179;2;4;1
13;-1477;503;270;0;5;0
13;3027;-41;183;359;6;1
13;-1469;753;270;0;7;0
13;2903;204;226;359;8;1
13;3068;250;193;2;9;1
13;-1560;536;271;0;10;0
13;-1588;856;283;0;1;0
13;-1327;755;256;358;2;0
13;3158;131;187;1;3;1
13;2954;68;179;2;4;1
13;-1477;503;270;0;5;0
13;3027;-41;183;0;6;1
13;-1469;753;270;0;7;0
13;2903;204;226;359;8;1
13;3068;250;201;7;9;1
13;-1560;536;271;0;10;0
13;-1588;856;282;0;1;0
13;-1327;755;256;358;2;0
13;3158;131;126;0;3;1
13;2954;68;180;3;4;1
13;-1477;503;270;0;5;0
13;3027;-41;187;1;6;1
13;-1469;753;270;0;7;0
13;2903;204;227;359;8;1
13;3068;250;203;7;9;1
13;-1560;536;271;0;10;0
13;-1588;856;282;0;1;0
13;-1327;755;256;358;2;0
13;3158;131;220;3;3;1
13;2954;68;176;5;4;1
13;-1477;503;270;0;5;0
13;3027;-41;188;2;6;1
13;-1469;753;270;0;7;0
13;2903;204;227;0;8;1
13;3068;250;203;7;9;1
13;-1560;536;271;0;10;0
13;-1588;856;282;0;1;0
13;-1327;755;256;358;2;0
13;3158;131;178;3;3;1
13;2954;68;174;5;4;1
13;-1477;503;270;0;5;0
13;3027;-41;189;2;6;1
13;-1469;753;270;0;7;0
13;2903;204;227;0;8;1
13;3068;250;203;6;9;1
13;-1560;536;344;3;10;0
13;-1588;856;282;1;1;0
13;-1327;755;255;358;2;0
13;3158;131;164;359;3;1
13;2954;68;175;5;4;1
13;-1477;503;270;0;5;0
13;3027;-41;189;2;6;1
13;-1469;753;270;358;7;0
13;2903;204;227;0;8;1
13;3068;250;203;6;9;1
13;-1560;536;68;7;10;0
13;-1588;856;282;1;1;0
13;-1327;755;255;2;2;0
13;3158;131;190;0;3;1
13;2954;68;175;4;4;1
13;-1477;503;270;0;5;0
13;3027;-41;195;5;6;1
13;-1469;753;270;358;7;0
13;2903;204;220;359;8;1
13;3068;250;208;9;9;1
13;-1560;536;349;4;10;0
13;-1588;856;282;1;1;0
13;-1327;755;255;2;2;0
13;3158;131;190;0;3;1
13;2954;68;176;5;4;1
13;-1477;503;270;0;5;0
13;3027;-41;195;6;6;1
13;-1469;753;268;0;7;0
13;2903;204;219;358;8;1
13;3068;250;215;10;9;1
13;-1560;536;317;1;10;0
13;-1588;856;282;1;1;0
13;-1327;755;255;2;2;0
13;3158;131;190;0;3;1
13;2954;68;177;6;4;1
13;-1477;503;270;0;5;0
13;3027;-41;206;6;6;1
13;-1469;753;268;0;7;0
13;2903;204;216;359;8;1
13;3068;250;214;10;9;1
13;-1560;536;65;3;10;0
13;-1588;856;282;1;1;0
13;-1327;755;201;6;2;0
13;3158;131;191;0;3;1
13;2954;68;177;2;4;1
13;-1477;503;270;0;5;0
13;3027;-41;220;6;6;1
13;-1469;753;266;1;7;0
13;2903;204;216;359;8;1
13;3068;250;214;10;9;1
13;-1560;536;64;3;10;0
13;-1588;856;285;4;1;0
13;-1327;755;201;6;2;0
13;3158;131;191;0;3;1
13;2954;68;177;2;4;1
13;-1477;503;270;0;5;0
13;3027;-41;223;4;6;1
13;-1469;753;273;1;7;0
13;2903;204;216;359;8;1
13;3068;250;214;10;9;1
13;-1560;536;331;1;10;0
13;-1588;856;283;8;1;0
13;-1327;755;201;6;2;0
13;3158;131;196;2;3;1
13;2954;68;177;2;4;1
13;-1477;503;270;0;5;0
13;3027;-41;220;1;6;1
13;-1469;753;273;2;7;0
13;2903;204;216;359;8;1
13;3068;250;214;10;9;1
13;-1560;536;331;1;10;0
13;-1581;826;283;8;1;0
13;-1329;750;244;10;2;0
13;3123;119;199;3;3;1
13;2924;69;177;2;4;1
13;-1477;503;270;0;5;0
13;3007;-58;220;1;6;1
13;-1467;730;274;1;7;0
13;2903;204;216;359;8;1
13;3043;233;204;10;9;1
13;-1560;536;316;4;10;0
13;-1555;583;287;9;1;0
13;-1397;524;270;13;2;0
13;2882;42;194;5;3;1
13;2678;81;177;2;4;1
13;-1477;503;270;0;5;0
13;2791;-153;193;354;6;1
13;-1429;517;299;1;7;0
13;2903;204;216;359;8;1
13;2862;98;202;13;9;1
13;-1434;376;354;0;10;0
13;-1491;343;321;9;1;0
13;-1319;312;339;8;2;0
13;2628;30;157;11;3;1
13;2426;95;175;4;4;1
13;-1477;503;270;0;5;0
13;2569;-265;148;349;6;1
13;-1365;334;341;1;7;0
13;2900;202;216;359;8;1
13;2613;66;171;12;9;1
13;-1200;288;357;4;10;0
13;-1282;219;3;6;1;0
13;-1072;271;51;7;2;0
13;2381;1;179;13;3;1
13;2174;119;173;5;4;1
13;-1477;503;270;0;5;0
13;2399;-440;183;356;6;1
13;-1132;230;353;0;7;0
13;2721;71;216;359;8;1
13;2358;99;174;11;9;1
13;-1017;356;73;2;10;0
13;-1027;197;339;7;1;0
13;-980;502;81;5;2;0
13;2146;63;142;14;3;1
13;1942;194;174;5;4;1
13;-1477;503;270;0;5;0
13;2207;-579;196;355;6;1
13;-880;189;355;359;7;0
13;2520;-80;216;359;8;1
13;2157;233;139;10;9;1
13;-954;606;78;3;10;0
13;-820;117;22;4;1;0
13;-986;751;79;5;2;0
13;2023;206;166;4;3;1
13;1705;228;187;3;4;1
13;-1477;503;270;0;5;0
13;1956;-629;186;0;6;1
13;-631;164;351;0;7;0
13;2462;-333;216;359;8;1
13;1962;401;140;13;9;1
13;-926;858;78;3;10;0
13;-635;183;344;5;1;0
13;-988;988;43;3;2;0
13;1779;246;172;357;3;1
13;1521;58;166;4;4;1
13;-1477;503;270;0;5;0
13;1700;-665;188;3;6;1
13;-531;74;359;1;7;0
13;2356;-492;216;359;8;1
13;1746;532;172;12;9;1
13;-938;1090;38;4;10;0
13;-448;60;343;6;1;0
13;-925;1108;22;1;2;0
13;1650;197;172;0;3;1
13;1291;-42;144;5;4;1
13;-1477;503;270;0;5;0
13;1450;-709;191;4;6;1
13;-531;54;0;1;7;0
13;2137;-596;216;359;8;1
13;1491;570;172;11;9;1
13;-752;1225;15;3;10;0
13;-285;-48;0;5;1;0
13;-967;1058;23;0;2;0
13;1501;70;190;5;3;1
13;1105;50;151;6;4;1
13;-1477;503;270;0;5;0
13;1200;-771;197;7;6;1
13;-531;54;359;1;7;0
13;1918;-696;216;359;8;1
13;1236;608;170;10;9;1
13;-504;1296;16;3;10;0
13;-74;-88;17;6;1;0
13;-1040;1021;24;0;2;0
13;1484;152;183;2;3;1
13;981;252;188;9;4;1
13;-1477;503;270;0;5;0
13;1078;-966;166;359;6;1
13;-531;54;359;1;7;0
13;1688;-776;183;2;8;1
13;1163;605;319;14;9;1
13;-260;1379;21;3;10;0
13;59;-115;125;3;1;0
13;-884;1148;23;0;2;0
13;1486;108;182;0;3;1
13;781;274;193;348;4;1
13;-1477;503;270;0;5;0
13;1055;-1173;147;0;6;1
13;-531;54;0;1;7;0
13;1467;-729;184;6;8;1
13;1269;559;328;13;9;1
13;-24;1476;19;1;10;0
13;114;-107;184;3;1;0
13;-688;1269;23;0;2;0
13;1481;179;183;0;3;1
13;687;92;201;356;4;1
13;-1477;503;270;0;5;0
13;976;-1278;148;359;6;1
13;-531;54;359;1;7;0
13;1229;-779;209;4;8;1
13;1066;663;177;12;9;1
13;216;1567;19;1;10;0
13;114;-107;176;359;1;0
13;-471;1366;23;0;2;0
13;1486;101;183;359;3;1
13;671;-27;226;338;4;1
13;-1477;503;270;0;5;0
13;1043;-1157;150;0;6;1
13;-531;60;359;1;7;0
13;1003;-872;190;2;8;1
13;840;710;158;11;9;1
13;441;1667;280;359;10;0
13;114;-107;176;359;1;0
13;-358;1563;31;1;2;0
13;1461;216;196;7;3;1
13;707;-133;146;357;4;1
13;-1477;503;270;0;5;0
13;1009;-1214;147;0;6;1
13;-531;70;359;1;7;0
13;854;-872;180;1;8;1
13;703;778;95;0;9;1
13;549;1694;277;0;10;0
13;113;-112;154;359;1;0
13;-290;1790;5;1;2;0
13;1276;85;212;10;3;1
13;645;-149;134;0;4;1
13;-1477;503;270;0;5;0
13;1017;-1201;147;0;6;1
13;-613;226;330;2;7;0
13;763;-872;180;0;8;1
13;790;701;107;5;9;1
13;368;1568;281;2;10;0
13;114;-118;144;358;1;0
13;-129;1887;24;359;2;0
13;1061;96;145;9;3;1
13;645;-149;130;1;4;1
13;-1477;503;270;0;5;0
13;1015;-1205;148;0;6;1
13;-788;137;267;3;7;0
13;568;-923;141;1;8;1
13;759;632;102;0;9;1
13;331;1409;177;16;10;0
13;114;-116;147;1;1;0
13;-100;1844;26;0;2;0
13;967;188;185;1;3;1
13;645;-149;127;351;4;1
13;-1477;503;270;0;5;0
13;1013;-1208;147;0;6;1
13;-860;6;307;0;7;0
13;478;-981;125;358;8;1
13;766;634;104;0;9;1
13;224;1409;327;21;10;0
13;114;-116;146;1;1;0
13;-99;1841;27;359;2;0
13;951;302;205;0;3;1
13;605;-147;143;1;4;1
13;-1477;503;270;0;5;0
13;1021;-1195;148;0;6;1
13;-888;-254;343;2;7;0
13;435;-962;123;359;8;1
13;762;634;104;359;9;1
13;234;1403;4;26;10;0
13;114;-116;146;1;1;0
13;-109;1862;29;359;2;0
13;916;432;227;2;3;1
13;568;-151;147;7;4;1
13;-1477;503;270;0;5;0
13;1048;-1148;152;0;6;1
13;-902;-469;309;2;7;0
13;453;-943;130;359;8;1
13;755;638;103;0;9;1
13;243;1378;41;24;10;0
13;114;-116;146;1;1;0
13;-119;1880;27;359;2;0
13;926;407;235;358;3;1
13;533;-299;177;9;4;1
13;-1477;503;270;0;5;0
13;1085;-1073;157;0;6;1
13;-918;-687;341;0;7;0
13;431;-963;123;0;8;1
13;742;635;103;0;9;1
13;254;1367;50;24;10;0
13;114;-116;140;351;1;0
13;-119;1880;26;359;2;0
13;887;354;188;1;3;1
13;466;-262;196;20;4;1
13;-1477;503;270;0;5;0
13;1034;-1148;148;1;6;1
13;-892;-859;6;0;7;0
13;484;-997;120;357;8;1
13;743;635;103;0;9;1
13;273;1352;93;13;10;0
13;84;-145;103;1;1;0
13;-119;1880;26;359;2;0
13;895;316;188;357;3;1
13;448;-252;196;14;4;1
13;-1477;503;270;0;5;0
13;875;-1250;138;1;6;1
13;-881;-936;12;359;7;0
13;477;-870;145;357;8;1
13;835;671;11;9;9;1
13;372;1312;98;14;10;0
13;73;-147;81;1;1;0
13;-124;1886;24;359;2;0
13;887;375;195;1;3;1
13;445;-252;197;15;4;1
13;-1477;503;270;0;5;0
13;684;-1159;128;1;6;1
13;-862;-1017;16;359;7;0
13;451;-787;157;349;8;1
13;1052;661;79;5;9;1
13;462;1330;108;13;10;0
13;97;-131;100;358;1;0
13;-171;1858;25;359;2;0
13;887;283;172;359;3;1
13;443;-252;199;13;4;1
13;-1477;503;270;0;5;0
13;526;-962;132;3;6;1
13;-808;-1064;22;0;7;0
13;464;-670;180;349;8;1
13;1257;606;356;5;9;1
13;397;1323;74;17;10;0
13;114;-134;107;356;1;0
13;-386;1884;8;0;2;0
13;756;155;170;359;3;1
13;440;-252;198;14;4;1
13;-1477;503;270;0;5;0
13;359;-781;144;2;6;1
13;-842;-1037;16;359;7;0
13;375;-478;228;358;8;1
13;1474;552;316;8;9;1
13;271;1338;61;17;10;0
13;114;-131;129;355;1;0
13;-412;1898;359;1;2;0
13;686;-83;218;359;3;1
13;440;-253;203;16;4;1
13;-1477;503;270;0;5;0
13;270;-729;185;355;6;1
13;-840;-1042;17;359;7;0
13;309;-425;246;358;8;1
13;1600;373;327;10;9;1
13;144;1315;47;15;10;0
13;114;-132;129;347;1;0
13;-353;1800;310;357;2;0
13;605;-149;178;357;3;1
13;449;-254;196;12;4;1
13;-1477;503;270;0;5;0
13;292;-684;193;359;6;1
13;-841;-1041;18;0;7;0
13;296;-322;222;1;8;1
13;1787;256;331;9;9;1
13;25;1290;35;13;10;0
13;109;-133;89;317;1;0
13;-357;1563;348;1;2;0
13;567;-154;204;5;3;1
13;463;-273;47;12;4;1
13;-1477;503;270;0;5;0
13;341;-765;187;1;6;1
13;-847;-1021;15;0;7;0
13;60;-282;233;3;8;1
13;2008;117;327;10;9;1
13;-88;1274;35;12;10;0
13;78;-148;105;1;1;0
13;-365;1441;0;359;2;0
13;552;-245;183;9;3;1
13;541;-299;80;17;4;1
13;-1477;503;270;0;5;0
13;532;-784;184;359;6;1
13;-840;-1043;17;0;7;0
13;-143;-312;289;358;8;1
13;2199;-52;306;11;9;1
13;-59;1190;71;13;10;0
13;58;-131;79;0;1;0
13;-363;1463;356;359;2;0
13;454;-276;182;14;3;1
13;513;-299;152;17;4;1
13;-1477;503;270;0;5;0
13;555;-953;184;359;6;1
13;-855;-997;15;359;7;0
13;-126;-398;286;355;8;1
13;2304;-288;283;12;9;1
13;-80;1199;67;11;10;0
13;114;-148;120;344;1;0
13;-363;1483;348;359;2;0
13;305;-348;249;9;3;1
13;560;-226;114;12;4;1
13;-1477;503;270;0;5;0
13;563;-933;150;3;6;1
13;-849;-1021;15;359;7;0
13;-148;-418;268;0;8;1
13;2287;-376;223;24;9;1
13;-101;1229;39;10;10;0
13;114;-148;89;317;1;0
13;-368;1434;7;359;2;0
13;322;-377;240;0;3;1
13;538;-124;157;12;4;1
13;-1477;503;270;0;5;0
13;489;-933;148;4;6;1
13;-849;-1020;15;359;7;0
13;-109;-468;269;2;8;1
13;2268;-483;108;27;9;1
13;-89;1298;44;11;10;0
13;114;-148;88;316;1;0
13;-374;1533;357;0;2;0
13;368;-402;239;358;3;1
13;398;-119;147;12;4;1
13;-1477;503;270;0;5;0
13;435;-820;164;5;6;1
13;-845;-1032;16;359;7;0
13;15;-478;254;0;8;1
13;2254;-453;254;12;9;1
13;33;1294;72;12;10;0
13;114;-148;119;343;1;0
13;-337;1693;29;358;2;0
13;355;-465;222;359;3;1
13;184;-93;115;11;4;1
13;-1477;503;270;0;5;0
13;405;-606;195;3;6;1
13;-850;-1018;15;359;7;0
13;91;-531;239;359;8;1
13;2145;-585;204;10;9;1
13;141;1363;40;25;10;0
13;110;-147;89;306;1;0
13;-208;1887;339;359;2;0
13;319;-460;234;359;3;1
13;-17;-147;93;357;4;1
13;-1477;503;270;0;5;0
13;399;-546;202;0;6;1
13;-842;-1047;17;359;7;0
13;62;-650;228;359;8;1
13;1907;-647;186;10;9;1
13;164;1452;33;34;10;0
13;114;-147;154;357;1;0
13;-86;2084;320;359;2;0
13;422;-365;231;0;3;1
13;-104;-46;86;357;4;1
13;-1477;503;270;0;5;0
13;-846;-1035;16;0;7;0
13;10;-845;182;359;8;1
13;1657;-680;189;9;9;1
13;265;1557;7;359;10;0
13;-18;-81;135;357;1;0
13;-30;2186;310;359;2;0
13;333;-424;225;2;3;1
13;-204;95;101;0;4;1
13;-1477;503;270;0;5;0
13;3;-872;188;5;8;1
13;1428;-722;192;9;9;1
13;429;1696;301;357;10;0
13;-151;50;125;0;1;0
13;-67;2157;310;359;2;0
13;358;-540;199;0;3;1
13;-1477;503;270;0;5;0
13;-19;-1034;140;349;8;1
13;1176;-791;208;8;9;1
13;501;1724;274;358;10;0
13;-125;246;348;1;1;0
13;-126;2107;312;359;2;0
13;328;-471;193;0;3;1
13;-1477;503;270;0;5;0
13;-14;-1184;132;353;8;1
13;956;-904;186;8;9;1
13;572;1720;275;0;10;0
13;-138;477;87;1;1;0
13;-164;2000;299;0;2;0
13;297;-468;59;351;3;1
13;-1477;503;270;0;5;0
13;-62;-1234;127;349;8;1
13;736;-929;163;8;9;1
13;747;1599;238;0;10;0
13;-113;647;186;2;1;0
13;-259;1787;260;0;2;0
13;261;-394;39;345;3;1
13;-1477;503;270;0;5;0
13;-100;-1232;127;353;8;1
13;527;-853;135;8;9;1
13;807;1448;264;0;10;0
13;-239;458;275;7;1;0
13;-347;1575;253;0;2;0
13;305;-277;22;347;3;1
13;-1477;503;270;0;5;0
13;-157;-1215;129;358;8;1
13;400;-701;175;351;9;1
13;717;1237;271;1;10;0
13;-296;215;293;7;1;0
13;-499;1425;232;0;2;0
13;309;-294;295;356;3;1
13;-1477;503;270;0;5;0
13;-157;-1205;128;356;8;1
13;390;-638;192;3;9;1
13;645;1010;291;5;10;0
13;-356;45;168;9;1;0
13;-687;1300;240;1;2;0
13;372;-353;211;5;3;1
13;-1477;503;270;0;5;0
13;-217;-1218;129;2;8;1
13;171;-620;263;1;9;1
13;665;808;340;6;10;0
13;-405;197;189;8;1;0
13;-875;1163;261;3;2;0
13;411;-410;196;4;3;1
13;-1477;503;270;0;5;0
13;-280;-1234;107;350;8;1
13;-26;-543;259;1;9;1
13;803;687;4;3;10;0
13;-559;233;207;8;1;0
13;-929;947;273;2;2;0
13;212;-383;166;5;3;1
13;-1477;503;270;0;5;0
13;-264;-1229;111;0;8;1
13;-242;-534;272;1;9;1
13;1005;727;325;3;10;0
13;-764;148;254;6;1;0
13;-869;726;272;2;2;0
13;-31;-333;171;6;3;1
13;-1477;503;270;0;5;0
13;-283;-1226;96;1;8;1
13;-203;-665;256;5;9;1
13;1207;745;326;359;10;0
13;-835;106;281;1;1;0
13;-857;490;272;1;2;0
13;-287;-330;189;9;3;1
13;-1477;503;270;0;5;0
13;-145;-1225;119;352;8;1
13;-83;-837;195;5;9;1
13;1427;807;282;0;10;0
13;-776;-61;281;3;1;0
13;-945;300;280;359;2;0
13;-411;-418;24;357;3;1
13;-1477;503;270;0;5;0
13;-75;-1219;125;350;8;1
13;28;-1010;178;7;9;1
13;1640;690;239;0;10;0
13;-743;-172;288;2;1;0
13;-968;99;286;0;2;0
13;-411;-418;16;359;3;1
13;-1477;503;270;0;5;0
13;-73;-1199;126;350;8;1
13;-4;-1210;182;9;9;1
13;1813;526;285;0;10;0
13;-640;-235;282;354;1;0
13;-994;-52;292;0;2;0
13;-404;-416;13;358;3;1
13;-1477;503;270;0;5;0
13;-121;-1154;133;2;8;1
13;-78;-1401;111;11;9;1
13;1951;329;198;0;10;0
13;-605;-350;285;352;1;0
13;-1012;-170;298;0;2;0
13;-410;-388;8;356;3;1
13;-1477;503;270;0;5;0
13;-140;-1169;122;1;8;1
13;-117;-1341;87;12;9;1
13;2058;108;309;359;10;0
13;-611;-468;299;355;1;0
13;-994;-290;301;0;2;0
13;-408;-407;7;355;3;1
13;-1477;503;270;0;5;0
13;-213;-1165;117;3;8;1
13;-12;-1267;112;9;9;1
13;2237;-47;275;1;10;0
13;-617;-586;324;7;1;0
13;-982;-409;306;0;2;0
13;-411;-369;6;353;3;1
13;-1477;503;270;0;5;0
13;-183;-1159;120;3;8;1
13;-12;-1267;111;7;9;1
13;2333;-250;248;0;10;0
13;-617;-704;351;14;1;0
13;-917;-500;308;0;2;0
13;-411;-374;7;353;3;1
13;-1477;503;270;0;5;0
13;-139;-1164;147;12;8;1
13;-12;-1267;121;4;9;1
13;2372;-491;183;1;10;0
13;-616;-719;354;14;1;0
13;-797;-527;285;0;2;0
13;-407;-402;7;353;3;1
13;-1477;503;270;0;5;0
13;-170;-1193;119;4;8;1
13;-9;-1266;106;8;9;1
13;2353;-736;175;0;10;0
13;-617;-603;322;7;1;0
13;-712;-611;209;2;2;0
13;-405;-416;7;353;3;1
13;-1477;503;270;0;5;0
13;-123;-1246;121;4;8;1
13;69;-1132;182;2;9;1
13;2232;-922;173;359;10;0
13;-601;-537;66;13;1;0
13;-727;-669;287;2;2;0
13;-406;-409;7;353;3;1
13;-1477;503;270;0;5;0
13;-139;-1204;108;359;8;1
13;-15;-1243;192;7;9;1
13;2035;-812;172;359;10;0
13;-612;-545;312;2;1;0
13;-832;-742;334;358;2;0
13;-406;-409;7;353;3;1
13;-1477;503;270;0;5;0
13;-134;-1200;121;353;8;1
13;-218;-1319;121;10;9;1
13;1833;-689;188;1;10;0
13;-617;-556;318;355;1;0
13;-827;-796;339;357;2;0
13;-406;-409;7;353;3;1
13;-1477;503;270;0;5;0
13;-134;-1200;121;356;8;1
13;-296;-1269;65;16;9;1
13;1607;-666;195;0;10;0
13;-609;-549;310;349;1;0
13;-787;-902;9;0;2;0
13;-396;-408;6;352;3;1
13;-1477;503;270;0;5;0
13;-145;-1201;120;355;8;1
13;-300;-1231;112;10;9;1
13;1380;-621;214;0;10;0
13;-596;-559;332;12;1;0
13;-702;-962;15;0;2;0
13;-399;-386;8;352;3;1
13;-1477;503;270;0;5;0
13;-157;-1201;80;0;8;1
13;-288;-1235;24;13;9;1
13;1135;-595;264;0;10;0
13;-522;-756;8;19;1;0
13;-581;-983;40;0;2;0
13;-401;-369;7;352;3;1
13;-1477;503;270;0;5;0
13;-157;-1201;56;8;8;1
13;-177;-1325;19;10;9;1
13;1151;-707;117;3;10;0
13;-510;-764;16;18;1;0
13;-535;-950;339;357;2;0
13;-375;-325;340;2;3;1
13;-1477;503;270;0;5;0
13;-157;-1201;122;355;8;1
13;17;-1413;89;11;9;1
13;982;-856;189;0;10;0
13;-510;-764;12;12;1;0
13;-420;-939;280;0;2;0
13;-293;-278;325;1;3;1
13;-1477;503;270;0;5;0
13;-157;-1201;47;7;8;1
13;88;-1370;139;9;9;1
13;806;-1019;149;0;10;0
13;-510;-764;13;13;1;0
13;-396;-1016;304;357;2;0
13;-191;-269;290;3;3;1
13;-1477;503;270;0;5;0
13;-157;-1201;179;19;8;1
13;98;-1353;83;10;9;1
13;619;-1079;138;0;10;0
13;-500;-763;5;14;1;0
13;-362;-1202;340;356;2;0
13;-92;-307;248;1;3;1
13;-1477;503;270;0;5;0
13;-157;-1201;124;354;8;1
13;143;-1375;103;8;9;1
13;649;-1041;143;0;10;0
13;-359;-703;298;18;1;0
13;-105;-304;252;0;3;1
13;-1477;503;270;0;5;0
13;80;-1351;154;6;9;1
13;602;-1065;116;0;10;0
13;-144;-784;160;38;1;0
13;-304;-309;342;358;3;1
13;-1477;503;255;350;5;0
13;73;-1364;157;7;9;1
13;557;-975;139;0;10;0
13;40;-863;38;2;1;0
13;-373;-374;343;358;3;1
13;-1477;503;294;6;5;0
13;71;-1357;155;8;9;1
13;510;-814;149;0;10;0
13;181;-827;122;6;1;0
13;-389;-418;343;358;3;1
13;-1414;405;317;0;5;0
13;143;-1370;99;6;9;1
13;435;-579;196;0;10;0
13;199;-672;319;4;1;0
13;-389;-418;343;358;3;1
13;-1219;249;335;0;5;0
13;128;-1373;93;7;9;1
13;320;-377;177;1;10;0
13;168;-731;239;359;1;0
13;-375;-402;12;2;3;1
13;-1009;121;321;358;5;0
13;44;-1394;130;6;9;1
13;301;-401;251;359;10;0
13;80;-941;257;2;1;0
13;-379;-339;351;0;3;1
13;-894;237;66;355;5;0
13;21;-1402;99;6;9;1
13;333;-422;173;0;10;0
13;64;-1125;234;5;1;0
13;-391;-396;2;4;3;1
13;-942;448;12;358;5;0
13;-33;-1401;78;3;9;1
13;283;-361;180;1;10;0
13;153;-1228;244;10;1;0
13;-392;-386;359;2;3;1
13;-895;267;299;353;5;0
13;73;-1433;58;2;9;1
13;75;-297;190;2;10;0
13;202;-1321;227;23;1;0
13;-396;-373;346;359;3;1
13;-889;33;299;353;5;0
13;98;-1448;60;6;9;1
13;-101;-429;184;4;10;0
13;-362;-409;35;3;3;1
13;-840;-196;314;358;5;0
13;98;-1446;111;15;9;1
13;-240;-306;226;5;10;0
13;-641;-334;302;358;5;0
13;70;-1398;125;9;9;1
13;-406;-286;278;9;10;0
13;-607;-571;315;3;5;0
13;69;-1412;126;7;9;1
13;-357;-400;8;8;10;0
13;-478;-687;310;10;5;0
